clip_id,scene,shot,clip_of,seconds,location,prompt
S19-19F,19,19F,1/1,6,LOC-03 underside,"insert, overhead, 40mm macro, locked-off, no camera movement. His finger on the page: 'Riya Sen. You loved her. She left in the rain. It was fair.'. Setting: LOC-03 underside. night, rain. Light: bulb only. Audio: paper. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S19-19G-a,19,19G,1/2,7,LOC-03 underside,"MS, eye, 50mm, slow handheld. 'I have the sentence, I don't have the woman.' Then, pages faster, fear entering: 'There's a name in here three times and I can't see her face.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-03 underside. night, rain. Light: bulb. Audio: pages, faster and faster. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S19-19G-b,19,19G,2/2,7,LOC-03 underside,"MS, eye, 50mm, slow handheld. 'I have the sentence, I don't have the woman.' Then, pages faster, fear entering: 'There's a name in here three times and I can't see her face.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: LOC-03 underside. night, rain. Light: bulb. Audio: pages, faster and faster. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S19-19H-a,19,19H,1/2,8,LOC-03 underside,"MS 2-shot, eye, both on the wet floor, 40mm, locked-off, no camera movement. He puts the notebook down carefully, like it's full of water. 'Who did I lose today?' She sits beside him, not touching him, and tells him. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: LOC-03 underside. night, rain. Light: bulb, both of them low in frame with a lot of dark hull above — the most crushed composition in the film. Audio: rain on tarpaulin. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S19-19H-b,19,19H,2/2,8,LOC-03 underside,"MS 2-shot, eye, both on the wet floor, 40mm, locked-off, no camera movement. He puts the notebook down carefully, like it's full of water. 'Who did I lose today?' She sits beside him, not touching him, and tells him. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: LOC-03 underside. night, rain. Light: bulb, both of them low in frame with a lot of dark hull above — the most crushed composition in the film. Audio: rain on tarpaulin. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S19-19I-a,19,19I,1/2,8,LOC-03 underside,"WS, high, looking down into the boat, 32mm, very slow rise. 'Say it again in a minute. It sticks if you say it enough.' TIME-LAPSE DISSOLVE: she says it sixteen times through the night while he writes it down; the bulb burns; rain continues. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: LOC-03 underside. night, rain. Light: the bulb dims and brightens with the boat's generator across the night. Effect: dissolve chain; notebook page filling with the same name. Audio: her voice repeating, layered, sixteen takes overlapping into a lullaby. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S19-19I-b,19,19I,2/2,8,LOC-03 underside,"WS, high, looking down into the boat, 32mm, very slow rise. 'Say it again in a minute. It sticks if you say it enough.' TIME-LAPSE DISSOLVE: she says it sixteen times through the night while he writes it down; the bulb burns; rain continues. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: LOC-03 underside. night, rain. Light: the bulb dims and brightens with the boat's generator across the night. Effect: dissolve chain; notebook page filling with the same name. Audio: her voice repeating, layered, sixteen takes overlapping into a lullaby. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S20-20A-a,20,20A,1/2,5,LOC-04 (burnt),"WS, eye, 25mm, slow push in. The clinic is a black shell. Rain falls through the burnt roof into the dead aquarium. Ten thousand index cards are a grey smear underfoot. Meera stands in it holding the warped class photograph. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: LOC-04 (burnt). night, rain through the roof. Light: one work-lamp on a cable; rain-light from the hole in the roof; everything else charcoal. Effect: CG roof damage, rain interior. Audio: rain into standing water; dripping; wind through a burnt wall. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S20-20A-b,20,20A,2/2,5,LOC-04 (burnt),"WS, eye, 25mm, slow push in. The clinic is a black shell. Rain falls through the burnt roof into the dead aquarium. Ten thousand index cards are a grey smear underfoot. Meera stands in it holding the warped class photograph. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: LOC-04 (burnt). night, rain through the roof. Light: one work-lamp on a cable; rain-light from the hole in the roof; everything else charcoal. Effect: CG roof damage, rain interior. Audio: rain into standing water; dripping; wind through a burnt wall. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S20-20B,20,20B,1/1,5,LOC-04 (burnt),"insert, overhead, 40mm macro, slow tilt. Her shoe toeing the ash — and under it, one unburnt index card with a name still legible. Setting: LOC-04 (burnt). night, rain through the roof. Light: work-lamp raking across the ash texture. Audio: ash. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S20-20C-a,20,20C,1/2,7,LOC-04 (burnt),"CU, eye, 85mm, locked-off, no camera movement. 'Eleven thousand four hundred people's memories. He'd say look how much of you is a filing cabinet for pain. The horrible thing is that most days I don't have an argument.'. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: LOC-04 (burnt). night, rain through the roof. Light: work-lamp, hard, from below-left. Audio: rain. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S20-20C-b,20,20C,2/2,7,LOC-04 (burnt),"CU, eye, 85mm, locked-off, no camera movement. 'Eleven thousand four hundred people's memories. He'd say look how much of you is a filing cabinet for pain. The horrible thing is that most days I don't have an argument.'. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: LOC-04 (burnt). night, rain through the roof. Light: work-lamp, hard, from below-left. Audio: rain. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
